,Unit,File name,Offset (s),Offset (hh:mm:ss),UTC start (hh:mm:ss),UTC time slot,Week (first day),Cluster ID (0-9)
423,unit02,20150922233203, 1676, 0:27:56,04:00:00,22h - 06h,Sep 21,1
424,unit02,20150922233203, 8876, 2:27:56,06:00:00,06h - 08h,Sep 21,3
425,unit02,20150922233203,16076, 4:27:56,08:00:00,08h - 10h,Sep 21,1
426,unit02,20150922233203,23276, 6:27:56,10:00:00,10h - 12h,Sep 21,1
428,unit02,20150902001003, 6597, 1:49:57,06:00:00,06h - 08h,Sep 1,6
429,unit02,20150902001003,13797, 3:49:57,08:00:00,08h - 10h,Sep 1,6
430,unit02,20150902001003,20997, 5:49:57,10:00:00,10h - 12h,Sep 1,3
432,unit02,20151101223003, 5397, 1:29:57,05:00:00,22h - 06h,Nov 1,5
433,unit02,20151101223003,12597, 3:29:57,07:00:00,06h - 08h,Nov 1,5
434,unit02,20151101223003,19797, 5:29:57,09:00:00,08h - 10h,Nov 1,5
435,unit02,20151101223003,26997, 7:29:57,11:00:00,10h - 12h,Nov 1,5
438,unit02,20150924232904, 1855, 0:30:55,04:00:00,22h - 06h,Sep 21,3
439,unit02,20150924232904, 9055, 2:30:55,06:00:00,06h - 08h,Sep 21,3
440,unit02,20150924232904,16255, 4:30:55,08:00:00,08h - 10h,Sep 21,3
441,unit02,20150924232904,23455, 6:30:55,10:00:00,10h - 12h,Sep 21,3
443,unit02,20150829001703, 6177, 1:42:57,06:00:00,06h - 08h,Aug 21,3
444,unit02,20150829001703,13377, 3:42:57,08:00:00,08h - 10h,Aug 21,3
445,unit02,20150829001703,20577, 5:42:57,10:00:00,10h - 12h,Aug 21,1
447,unit02,20151116221403, 6356, 1:45:56,05:00:00,22h - 06h,Nov 14,5
448,unit02,20151116221403,13556, 3:45:56,07:00:00,06h - 08h,Nov 14,5
449,unit02,20151116221403,20756, 5:45:56,09:00:00,08h - 10h,Nov 14,7
450,unit02,20151116221403,27956, 7:45:56,11:00:00,10h - 12h,Nov 14,5
453,unit02,20151013225702, 3778, 1:02:58,04:00:00,22h - 06h,Oct 7,5
454,unit02,20151013225702,10978, 3:02:58,06:00:00,06h - 08h,Oct 7,5
455,unit02,20151013225702,18178, 5:02:58,08:00:00,08h - 10h,Oct 7,5
456,unit02,20151013225702,25378, 7:02:58,10:00:00,10h - 12h,Oct 7,5
458,unit02,20151119221203, 6477, 1:47:57,05:00:00,22h - 06h,Nov 14,5
459,unit02,20151119221203,13677, 3:47:57,07:00:00,06h - 08h,Nov 14,5
460,unit02,20151119221203,20877, 5:47:57,09:00:00,08h - 10h,Nov 14,5
461,unit02,20151119221203,28077, 7:47:57,11:00:00,10h - 12h,Nov 14,5
464,unit02,20151113221702, 6178, 1:42:58,05:00:00,22h - 06h,Nov 7,5
465,unit02,20151113221702,13378, 3:42:58,07:00:00,06h - 08h,Nov 7,5
466,unit02,20151113221702,20578, 5:42:58,09:00:00,08h - 10h,Nov 7,0
467,unit02,20151113221702,27778, 7:42:58,11:00:00,10h - 12h,Nov 7,5
470,unit02,20150816003802, 4918, 1:21:58,06:00:00,06h - 08h,Aug 14,9
471,unit02,20150816003802,12118, 3:21:58,08:00:00,08h - 10h,Aug 14,9
472,unit02,20150816003802,19318, 5:21:58,10:00:00,10h - 12h,Aug 14,9
474,unit02,20151022224303, 4617, 1:16:57,04:00:00,22h - 06h,Oct 21,5
475,unit02,20151022224303,11817, 3:16:57,06:00:00,06h - 08h,Oct 21,0
476,unit02,20151022224303,19017, 5:16:57,08:00:00,08h - 10h,Oct 21,0
477,unit02,20151022224303,26217, 7:16:57,10:00:00,10h - 12h,Oct 21,0
480,unit02,20151002231502, 2698, 0:44:58,04:00:00,22h - 06h,Oct 1,5
481,unit02,20151002231502, 9898, 2:44:58,06:00:00,06h - 08h,Oct 1,5
482,unit02,20151002231502,17098, 4:44:58,08:00:00,08h - 10h,Oct 1,5
483,unit02,20151002231502,24298, 6:44:58,10:00:00,10h - 12h,Oct 1,5
485,unit02,20151106222403, 5757, 1:35:57,05:00:00,22h - 06h,Nov 1,5
486,unit02,20151106222403,12957, 3:35:57,07:00:00,06h - 08h,Nov 1,5
487,unit02,20151106222403,20157, 5:35:57,09:00:00,08h - 10h,Nov 1,5
488,unit02,20151106222403,27357, 7:35:57,11:00:00,10h - 12h,Nov 1,5
491,unit02,20150925232703, 1977, 0:32:57,04:00:00,22h - 06h,Sep 21,3
492,unit02,20150925232703, 9177, 2:32:57,06:00:00,06h - 08h,Sep 21,3
493,unit02,20150925232703,16377, 4:32:57,08:00:00,08h - 10h,Sep 21,1
494,unit02,20150925232703,23577, 6:32:57,10:00:00,10h - 12h,Sep 21,1
496,unit02,20150826002203, 5877, 1:37:57,06:00:00,06h - 08h,Aug 21,9
497,unit02,20150826002203,13077, 3:37:57,08:00:00,08h - 10h,Aug 21,9
498,unit02,20150826002203,20277, 5:37:57,10:00:00,10h - 12h,Aug 21,9
500,unit02,20151118221304, 6416, 1:46:56,05:00:00,22h - 06h,Nov 14,0
501,unit02,20151118221304,13616, 3:46:56,07:00:00,06h - 08h,Nov 14,0
502,unit02,20151118221304,20816, 5:46:56,09:00:00,08h - 10h,Nov 14,0
503,unit02,20151118221304,28016, 7:46:56,11:00:00,10h - 12h,Nov 14,0
506,unit02,20150915234521,  879, 0:14:39,04:00:00,22h - 06h,Sep 14,3
507,unit02,20150915234521, 8079, 2:14:39,06:00:00,06h - 08h,Sep 14,3
508,unit02,20150915234521,15279, 4:14:39,08:00:00,08h - 10h,Sep 14,3
509,unit02,20150915234521,22479, 6:14:39,10:00:00,10h - 12h,Sep 14,3
511,unit02,20150814004103, 4737, 1:18:57,06:00:00,06h - 08h,Aug 7,9
512,unit02,20150814004103,11937, 3:18:57,08:00:00,08h - 10h,Aug 7,9
513,unit02,20150814004103,19137, 5:18:57,10:00:00,10h - 12h,Aug 7,9
515,unit02,20150901001202, 6478, 1:47:58,06:00:00,06h - 08h,Sep 1,6
516,unit02,20150901001202,13678, 3:47:58,08:00:00,08h - 10h,Sep 1,9
517,unit02,20150901001202,20878, 5:47:58,10:00:00,10h - 12h,Sep 1,9
519,unit02,20150911235204,  475, 0:07:55,04:00:00,22h - 06h,Sep 7,3
520,unit02,20150911235204, 7675, 2:07:55,06:00:00,06h - 08h,Sep 7,3
521,unit02,20150911235204,14875, 4:07:55,08:00:00,08h - 10h,Sep 7,3
522,unit02,20150911235204,22075, 6:07:55,10:00:00,10h - 12h,Sep 7,3
524,unit02,20150815004022, 4778, 1:19:38,06:00:00,06h - 08h,Aug 14,9
525,unit02,20150815004022,11978, 3:19:38,08:00:00,08h - 10h,Aug 14,9
526,unit02,20150815004022,19178, 5:19:38,10:00:00,10h - 12h,Aug 14,9
528,unit02,20151011230004, 3595, 0:59:55,04:00:00,22h - 06h,Oct 7,0
529,unit02,20151011230004,10795, 2:59:55,06:00:00,06h - 08h,Oct 7,8
530,unit02,20151011230004,17995, 4:59:55,08:00:00,08h - 10h,Oct 7,5
531,unit02,20151011230004,25195, 6:59:55,10:00:00,10h - 12h,Oct 7,5
533,unit02,20151025223903, 4857, 1:20:57,04:00:00,22h - 06h,Oct 21,5
534,unit02,20151025223903,12057, 3:20:57,06:00:00,06h - 08h,Oct 21,5
535,unit02,20151025223903,19257, 5:20:57,08:00:00,08h - 10h,Oct 21,5
536,unit02,20151025223903,26457, 7:20:57,10:00:00,10h - 12h,Oct 21,5
539,unit02,20150820003203, 5277, 1:27:57,06:00:00,06h - 08h,Aug 14,8
540,unit02,20150820003203,12477, 3:27:57,08:00:00,08h - 10h,Aug 14,0
541,unit02,20150820003203,19677, 5:27:57,10:00:00,10h - 12h,Aug 14,8
543,unit02,20151024224002, 4798, 1:19:58,04:00:00,22h - 06h,Oct 21,0
544,unit02,20151024224002,11998, 3:19:58,06:00:00,06h - 08h,Oct 21,0
545,unit02,20151024224002,19198, 5:19:58,08:00:00,08h - 10h,Oct 21,7
546,unit02,20151024224002,26398, 7:19:58,10:00:00,10h - 12h,Oct 21,0
549,unit02,20150830001502, 6298, 1:44:58,06:00:00,06h - 08h,Aug 21,3
550,unit02,20150830001502,13498, 3:44:58,08:00:00,08h - 10h,Aug 21,3
551,unit02,20150830001502,20698, 5:44:58,10:00:00,10h - 12h,Aug 21,9
553,unit02,20150831001303, 6417, 1:46:57,06:00:00,06h - 08h,Aug 21,3
554,unit02,20150831001303,13617, 3:46:57,08:00:00,08h - 10h,Aug 21,9
555,unit02,20150831001303,20817, 5:46:57,10:00:00,10h - 12h,Aug 21,9
557,unit02,20151015225303, 4017, 1:06:57,04:00:00,22h - 06h,Oct 14,8
558,unit02,20151015225303,11217, 3:06:57,06:00:00,06h - 08h,Oct 14,0
559,unit02,20151015225303,18417, 5:06:57,08:00:00,08h - 10h,Oct 14,0
560,unit02,20151015225303,25617, 7:06:57,10:00:00,10h - 12h,Oct 14,5
562,unit02,20151030223203, 5276, 1:27:56,04:00:00,22h - 06h,Oct 21,5
563,unit02,20151030223203,12476, 3:27:56,06:00:00,06h - 08h,Oct 21,5
564,unit02,20151030223203,19676, 5:27:56,08:00:00,08h - 10h,Oct 21,5
565,unit02,20151030223203,26876, 7:27:56,10:00:00,10h - 12h,Oct 21,5
568,unit02,20151009230311, 3408, 0:56:48,04:00:00,22h - 06h,Oct 7,0
569,unit02,20151009230311,10608, 2:56:48,06:00:00,06h - 08h,Oct 7,5
570,unit02,20151009230311,17808, 4:56:48,08:00:00,08h - 10h,Oct 7,5
571,unit02,20151009230311,25008, 6:56:48,10:00:00,10h - 12h,Oct 7,5
573,unit02,20151121221103, 6537, 1:48:57,05:00:00,22h - 06h,Nov 21,0
574,unit02,20151121221103,13737, 3:48:57,07:00:00,06h - 08h,Nov 21,0
575,unit02,20151121221103,20937, 5:48:57,09:00:00,08h - 10h,Nov 21,0
576,unit02,20151121221103,28137, 7:48:57,11:00:00,10h - 12h,Nov 21,0
579,unit02,20150825002402, 5758, 1:35:58,06:00:00,06h - 08h,Aug 21,9
580,unit02,20150825002402,12958, 3:35:58,08:00:00,08h - 10h,Aug 21,9
581,unit02,20150825002402,20158, 5:35:58,10:00:00,10h - 12h,Aug 21,9
583,unit02,20150917234102, 1138, 0:18:58,04:00:00,22h - 06h,Sep 14,6
584,unit02,20150917234102, 8338, 2:18:58,06:00:00,06h - 08h,Sep 14,6
585,unit02,20150917234102,15538, 4:18:58,08:00:00,08h - 10h,Sep 14,3
586,unit02,20150917234102,22738, 6:18:58,10:00:00,10h - 12h,Sep 14,3
588,unit02,20150821003003, 5396, 1:29:56,06:00:00,06h - 08h,Aug 14,6
589,unit02,20150821003003,12596, 3:29:56,08:00:00,08h - 10h,Aug 14,9
590,unit02,20150821003003,19796, 5:29:56,10:00:00,10h - 12h,Aug 14,9
592,unit02,20151112221803, 6117, 1:41:57,05:00:00,22h - 06h,Nov 7,5
593,unit02,20151112221803,13317, 3:41:57,07:00:00,06h - 08h,Nov 7,5
594,unit02,20151112221803,20517, 5:41:57,09:00:00,08h - 10h,Nov 7,5
595,unit02,20151112221803,27717, 7:41:57,11:00:00,10h - 12h,Nov 7,5
598,unit02,20151019224703, 4376, 1:12:56,04:00:00,22h - 06h,Oct 14,0
599,unit02,20151019224703,11576, 3:12:56,06:00:00,06h - 08h,Oct 14,0
600,unit02,20151019224703,18776, 5:12:56,08:00:00,08h - 10h,Oct 14,5
601,unit02,20151019224703,25976, 7:12:56,10:00:00,10h - 12h,Oct 14,8
604,unit02,20151020224604, 4436, 1:13:56,04:00:00,22h - 06h,Oct 14,5
605,unit02,20151020224604,11636, 3:13:56,06:00:00,06h - 08h,Oct 14,5
606,unit02,20151020224604,18836, 5:13:56,08:00:00,08h - 10h,Oct 14,5
607,unit02,20151020224604,26036, 7:13:56,10:00:00,10h - 12h,Oct 14,5
610,unit02,20150827002002, 5998, 1:39:58,06:00:00,06h - 08h,Aug 21,9
611,unit02,20150827002002,13198, 3:39:58,08:00:00,08h - 10h,Aug 21,9
612,unit02,20150827002002,20398, 5:39:58,10:00:00,10h - 12h,Aug 21,9
614,unit02,20150907000103, 7137, 1:58:57,06:00:00,06h - 08h,Sep 1,6
615,unit02,20150907000103,14337, 3:58:57,08:00:00,08h - 10h,Sep 1,6
616,unit02,20150907000103,21537, 5:58:57,10:00:00,10h - 12h,Sep 1,6
619,unit02,20151108222203, 5877, 1:37:57,05:00:00,22h - 06h,Nov 7,5
620,unit02,20151108222203,13077, 3:37:57,07:00:00,06h - 08h,Nov 7,5
621,unit02,20151108222203,20277, 5:37:57,09:00:00,08h - 10h,Nov 7,5
622,unit02,20151108222203,27477, 7:37:57,11:00:00,10h - 12h,Nov 7,5
625,unit02,20151110222004, 5996, 1:39:56,05:00:00,22h - 06h,Nov 7,0
626,unit02,20151110222004,13196, 3:39:56,07:00:00,06h - 08h,Nov 7,0
627,unit02,20151110222004,20396, 5:39:56,09:00:00,08h - 10h,Nov 7,0
628,unit02,20151110222004,27596, 7:39:56,11:00:00,10h - 12h,Nov 7,0
631,unit02,20150810195504,  295, 0:04:55,00:00:00,22h - 06h,Aug 7,0
632,unit02,20150810195504, 7495, 2:04:55,02:00:00,22h - 06h,Aug 7,0
633,unit02,20150810195504,14695, 4:04:55,04:00:00,22h - 06h,Aug 7,0
634,unit02,20150810195504,21895, 6:04:55,06:00:00,06h - 08h,Aug 7,0
635,unit02,20150810195504,29095, 8:04:55,08:00:00,08h - 10h,Aug 7,0
636,unit02,20150810195504,36295,10:04:55,10:00:00,10h - 12h,Aug 7,0
637,unit02,20151027223603, 5036, 1:23:56,04:00:00,22h - 06h,Oct 21,0
638,unit02,20151027223603,12236, 3:23:56,06:00:00,06h - 08h,Oct 21,0
639,unit02,20151027223603,19436, 5:23:56,08:00:00,08h - 10h,Oct 21,0
640,unit02,20151027223603,26636, 7:23:56,10:00:00,10h - 12h,Oct 21,0
643,unit02,20150909235603,  237, 0:03:57,04:00:00,22h - 06h,Sep 7,6
644,unit02,20150909235603, 7437, 2:03:57,06:00:00,06h - 08h,Sep 7,3
645,unit02,20150909235603,14637, 4:03:57,08:00:00,08h - 10h,Sep 7,3
646,unit02,20150909235603,21837, 6:03:57,10:00:00,10h - 12h,Sep 7,3
648,unit02,20150823002704, 5576, 1:32:56,06:00:00,06h - 08h,Aug 21,9
649,unit02,20150823002704,12776, 3:32:56,08:00:00,08h - 10h,Aug 21,9
650,unit02,20150823002704,19976, 5:32:56,10:00:00,10h - 12h,Aug 21,9
652,unit02,20151115221509, 6290, 1:44:50,05:00:00,22h - 06h,Nov 14,5
653,unit02,20151115221509,13490, 3:44:50,07:00:00,06h - 08h,Nov 14,5
654,unit02,20151115221509,20690, 5:44:50,09:00:00,08h - 10h,Nov 14,5
655,unit02,20151115221509,27890, 7:44:50,11:00:00,10h - 12h,Nov 14,5
658,unit02,20151003231303, 2817, 0:46:57,04:00:00,22h - 06h,Oct 1,0
659,unit02,20151003231303,10017, 2:46:57,06:00:00,06h - 08h,Oct 1,5
660,unit02,20151003231303,17217, 4:46:57,08:00:00,08h - 10h,Oct 1,5
661,unit02,20151003231303,24417, 6:46:57,10:00:00,10h - 12h,Oct 1,5
663,unit02,20151109222103, 5936, 1:38:56,05:00:00,22h - 06h,Nov 7,5
664,unit02,20151109222103,13136, 3:38:56,07:00:00,06h - 08h,Nov 7,0
665,unit02,20151109222103,20336, 5:38:56,09:00:00,08h - 10h,Nov 7,0
666,unit02,20151109222103,27536, 7:38:56,11:00:00,10h - 12h,Nov 7,5
669,unit02,20150828001903, 6057, 1:40:57,06:00:00,06h - 08h,Aug 21,1
670,unit02,20150828001903,13257, 3:40:57,08:00:00,08h - 10h,Aug 21,1
671,unit02,20150828001903,20457, 5:40:57,10:00:00,10h - 12h,Aug 21,1
673,unit02,20150810190217, 3462, 0:57:42,00:00:00,22h - 06h,Aug 7,1
674,unit02,20150810190217,10662, 2:57:42,02:00:00,22h - 06h,Aug 7,1
675,unit02,20150810190217,17862, 4:57:42,04:00:00,22h - 06h,Aug 7,1
676,unit02,20150810190217,25062, 6:57:42,06:00:00,06h - 08h,Aug 7,1
677,unit02,20151117221404, 6355, 1:45:55,05:00:00,22h - 06h,Nov 14,0
678,unit02,20151117221404,13555, 3:45:55,07:00:00,06h - 08h,Nov 14,0
679,unit02,20151117221404,20755, 5:45:55,09:00:00,08h - 10h,Nov 14,0
680,unit02,20151117221404,27955, 7:45:55,11:00:00,10h - 12h,Nov 14,0
683,unit02,20151016225203, 4077, 1:07:57,04:00:00,22h - 06h,Oct 14,5
684,unit02,20151016225203,11277, 3:07:57,06:00:00,06h - 08h,Oct 14,5
685,unit02,20151016225203,18477, 5:07:57,08:00:00,08h - 10h,Oct 14,5
686,unit02,20151016225203,25677, 7:07:57,10:00:00,10h - 12h,Oct 14,5
688,unit02,20151104222602, 5638, 1:33:58,05:00:00,22h - 06h,Nov 1,0
689,unit02,20151104222602,12838, 3:33:58,07:00:00,06h - 08h,Nov 1,8
690,unit02,20151104222602,20038, 5:33:58,09:00:00,08h - 10h,Nov 1,0
691,unit02,20151104222602,27238, 7:33:58,11:00:00,10h - 12h,Nov 1,0
694,unit02,20150819003402, 5158, 1:25:58,06:00:00,06h - 08h,Aug 14,3
695,unit02,20150819003402,12358, 3:25:58,08:00:00,08h - 10h,Aug 14,9
696,unit02,20150819003402,19558, 5:25:58,10:00:00,10h - 12h,Aug 14,9
698,unit02,20150926232503, 2096, 0:34:56,04:00:00,22h - 06h,Sep 21,3
699,unit02,20150926232503, 9296, 2:34:56,06:00:00,06h - 08h,Sep 21,8
700,unit02,20150926232503,16496, 4:34:56,08:00:00,08h - 10h,Sep 21,8
701,unit02,20150926232503,23696, 6:34:56,10:00:00,10h - 12h,Sep 21,5
703,unit02,20151031223103, 5337, 1:28:57,04:00:00,22h - 06h,Nov 1,0
704,unit02,20151031223103,12537, 3:28:57,06:00:00,06h - 08h,Nov 1,0
705,unit02,20151031223103,19737, 5:28:57,08:00:00,08h - 10h,Nov 1,0
706,unit02,20151031223103,26937, 7:28:57,10:00:00,10h - 12h,Nov 1,0
709,unit02,20151114221604, 6236, 1:43:56,05:00:00,22h - 06h,Nov 14,5
710,unit02,20151114221604,13436, 3:43:56,07:00:00,06h - 08h,Nov 14,5
711,unit02,20151114221604,20636, 5:43:56,09:00:00,08h - 10h,Nov 14,5
712,unit02,20151114221604,27836, 7:43:56,11:00:00,10h - 12h,Nov 14,5
715,unit02,20150824002502, 5698, 1:34:58,06:00:00,06h - 08h,Aug 21,9
716,unit02,20150824002502,12898, 3:34:58,08:00:00,08h - 10h,Aug 21,3
717,unit02,20150824002502,20098, 5:34:58,10:00:00,10h - 12h,Aug 21,3
719,unit02,20150906000303, 7017, 1:56:57,06:00:00,06h - 08h,Sep 1,6
720,unit02,20150906000303,14217, 3:56:57,08:00:00,08h - 10h,Sep 1,3
721,unit02,20150906000303,21417, 5:56:57,10:00:00,10h - 12h,Sep 1,3
724,unit02,20150910235402,  358, 0:05:58,04:00:00,22h - 06h,Sep 7,3
725,unit02,20150910235402, 7558, 2:05:58,06:00:00,06h - 08h,Sep 7,9
726,unit02,20150910235402,14758, 4:05:58,08:00:00,08h - 10h,Sep 7,9
727,unit02,20150910235402,21958, 6:05:58,10:00:00,10h - 12h,Sep 7,1
729,unit02,20150914234703,  776, 0:12:56,04:00:00,22h - 06h,Sep 7,3
730,unit02,20150914234703, 7976, 2:12:56,06:00:00,06h - 08h,Sep 14,1
731,unit02,20150914234703,15176, 4:12:56,08:00:00,08h - 10h,Sep 14,1
732,unit02,20150914234703,22376, 6:12:56,10:00:00,10h - 12h,Sep 14,1
734,unit02,20150913234902,  658, 0:10:58,04:00:00,22h - 06h,Sep 7,1
735,unit02,20150913234902, 7858, 2:10:58,06:00:00,06h - 08h,Sep 7,0
736,unit02,20150913234902,15058, 4:10:58,08:00:00,08h - 10h,Sep 7,0
737,unit02,20150913234902,22258, 6:10:58,10:00:00,10h - 12h,Sep 7,0
739,unit02,20151006230804, 3116, 0:51:56,04:00:00,22h - 06h,Oct 1,1
740,unit02,20151006230804,10316, 2:51:56,06:00:00,06h - 08h,Oct 1,5
741,unit02,20151006230804,17516, 4:51:56,08:00:00,08h - 10h,Oct 1,0
742,unit02,20151006230804,24716, 6:51:56,10:00:00,10h - 12h,Oct 1,8
744,unit02,20151004231103, 2937, 0:48:57,04:00:00,22h - 06h,Oct 1,5
745,unit02,20151004231103,10137, 2:48:57,06:00:00,06h - 08h,Oct 1,5
746,unit02,20151004231103,17337, 4:48:57,08:00:00,08h - 10h,Oct 1,5
747,unit02,20151004231103,24537, 6:48:57,10:00:00,10h - 12h,Oct 1,0
749,unit02,20150810202608, 5631, 1:33:51,02:00:00,22h - 06h,Aug 7,5
750,unit02,20150810202608,12831, 3:33:51,04:00:00,22h - 06h,Aug 7,5
751,unit02,20150810202608,20031, 5:33:51,06:00:00,06h - 08h,Aug 7,5
752,unit02,20150810202608,27231, 7:33:51,08:00:00,08h - 10h,Aug 7,5
753,unit02,20150810202608,34431, 9:33:51,10:00:00,10h - 12h,Aug 7,5
754,unit02,20150930231802, 2518, 0:41:58,04:00:00,22h - 06h,Oct 1,5
755,unit02,20150930231802, 9718, 2:41:58,06:00:00,06h - 08h,Oct 1,5
756,unit02,20150930231802,16918, 4:41:58,08:00:00,08h - 10h,Oct 1,5
757,unit02,20150930231802,24118, 6:41:58,10:00:00,10h - 12h,Oct 1,5
759,unit02,20151012225802, 3718, 1:01:58,04:00:00,22h - 06h,Oct 7,0
760,unit02,20151012225802,10918, 3:01:58,06:00:00,06h - 08h,Oct 7,0
761,unit02,20151012225802,18118, 5:01:58,08:00:00,08h - 10h,Oct 7,0
762,unit02,20151012225802,25318, 7:01:58,10:00:00,10h - 12h,Oct 7,0
764,unit02,20151120221202, 6478, 1:47:58,05:00:00,22h - 06h,Nov 14,5
765,unit02,20151120221202,13678, 3:47:58,07:00:00,06h - 08h,Nov 14,5
766,unit02,20151120221202,20878, 5:47:58,09:00:00,08h - 10h,Nov 14,5
767,unit02,20151120221202,28078, 7:47:58,11:00:00,10h - 12h,Nov 14,5
770,unit02,20150918234003, 1196, 0:19:56,04:00:00,22h - 06h,Sep 14,6
771,unit02,20150918234003, 8396, 2:19:56,06:00:00,06h - 08h,Sep 14,6
772,unit02,20150918234003,15596, 4:19:56,08:00:00,08h - 10h,Sep 14,6
773,unit02,20150918234003,22796, 6:19:56,10:00:00,10h - 12h,Sep 14,3
775,unit02,20151105222502, 5698, 1:34:58,05:00:00,22h - 06h,Nov 1,0
776,unit02,20151105222502,12898, 3:34:58,07:00:00,06h - 08h,Nov 1,0
777,unit02,20151105222502,20098, 5:34:58,09:00:00,08h - 10h,Nov 1,0
778,unit02,20151105222502,27298, 7:34:58,11:00:00,10h - 12h,Nov 1,0
781,unit02,20150919233803, 1317, 0:21:57,04:00:00,22h - 06h,Sep 14,6
782,unit02,20150919233803, 8517, 2:21:57,06:00:00,06h - 08h,Sep 14,0
783,unit02,20150919233803,15717, 4:21:57,08:00:00,08h - 10h,Sep 14,1
784,unit02,20150919233803,22917, 6:21:57,10:00:00,10h - 12h,Sep 14,1
786,unit02,20150921233403, 1557, 0:25:57,04:00:00,22h - 06h,Sep 21,1
787,unit02,20150921233403, 8757, 2:25:57,06:00:00,06h - 08h,Sep 21,1
788,unit02,20150921233403,15957, 4:25:57,08:00:00,08h - 10h,Sep 21,1
789,unit02,20150921233403,23157, 6:25:57,10:00:00,10h - 12h,Sep 21,1
791,unit02,20151007230603, 3236, 0:53:56,04:00:00,22h - 06h,Oct 1,1
792,unit02,20151007230603,10436, 2:53:56,06:00:00,06h - 08h,Oct 7,0
793,unit02,20151007230603,17636, 4:53:56,08:00:00,08h - 10h,Oct 7,5
794,unit02,20151007230603,24836, 6:53:56,10:00:00,10h - 12h,Oct 7,5
796,unit02,20151111221902, 6058, 1:40:58,05:00:00,22h - 06h,Nov 7,8
797,unit02,20151111221902,13258, 3:40:58,07:00:00,06h - 08h,Nov 7,8
798,unit02,20151111221902,20458, 5:40:58,09:00:00,08h - 10h,Nov 7,5
799,unit02,20151111221902,27658, 7:40:58,11:00:00,10h - 12h,Nov 7,5
802,unit02,20150905000502, 6898, 1:54:58,06:00:00,06h - 08h,Sep 1,6
803,unit02,20150905000502,14098, 3:54:58,08:00:00,08h - 10h,Sep 1,6
804,unit02,20150905000502,21298, 5:54:58,10:00:00,10h - 12h,Sep 1,6
807,unit02,20150920233602, 1438, 0:23:58,04:00:00,22h - 06h,Sep 14,1
808,unit02,20150920233602, 8638, 2:23:58,06:00:00,06h - 08h,Sep 14,1
809,unit02,20150920233602,15838, 4:23:58,08:00:00,08h - 10h,Sep 14,1
810,unit02,20150920233602,23038, 6:23:58,10:00:00,10h - 12h,Sep 14,1
812,unit02,20150817003702, 4978, 1:22:58,06:00:00,06h - 08h,Aug 14,9
813,unit02,20150817003702,12178, 3:22:58,08:00:00,08h - 10h,Aug 14,9
814,unit02,20150817003702,19378, 5:22:58,10:00:00,10h - 12h,Aug 14,9
816,unit02,20150903000804, 6716, 1:51:56,06:00:00,06h - 08h,Sep 1,6
817,unit02,20150903000804,13916, 3:51:56,08:00:00,08h - 10h,Sep 1,6
818,unit02,20150903000804,21116, 5:51:56,10:00:00,10h - 12h,Sep 1,6
820,unit02,20151014225503, 3896, 1:04:56,04:00:00,22h - 06h,Oct 7,5
821,unit02,20151014225503,11096, 3:04:56,06:00:00,06h - 08h,Oct 14,5
822,unit02,20151014225503,18296, 5:04:56,08:00:00,08h - 10h,Oct 14,5
823,unit02,20151014225503,25496, 7:04:56,10:00:00,10h - 12h,Oct 14,5
825,unit02,20151005231006, 2994, 0:49:54,04:00:00,22h - 06h,Oct 1,5
826,unit02,20151005231006,10194, 2:49:54,06:00:00,06h - 08h,Oct 1,5
827,unit02,20151005231006,17394, 4:49:54,08:00:00,08h - 10h,Oct 1,5
828,unit02,20151005231006,24594, 6:49:54,10:00:00,10h - 12h,Oct 1,5
830,unit02,20151107222302, 5818, 1:36:58,05:00:00,22h - 06h,Nov 7,5
831,unit02,20151107222302,13018, 3:36:58,07:00:00,06h - 08h,Nov 7,5
832,unit02,20151107222302,20218, 5:36:58,09:00:00,08h - 10h,Nov 7,5
833,unit02,20151107222302,27418, 7:36:58,11:00:00,10h - 12h,Nov 7,5
836,unit02,20150916234302, 1018, 0:16:58,04:00:00,22h - 06h,Sep 14,6
837,unit02,20150916234302, 8218, 2:16:58,06:00:00,06h - 08h,Sep 14,3
838,unit02,20150916234302,15418, 4:16:58,08:00:00,08h - 10h,Sep 14,3
839,unit02,20150916234302,22618, 6:16:58,10:00:00,10h - 12h,Sep 14,3
841,unit02,20150818003503, 5097, 1:24:57,06:00:00,06h - 08h,Aug 14,2
842,unit02,20150818003503,12297, 3:24:57,08:00:00,08h - 10h,Aug 14,9
843,unit02,20150818003503,19497, 5:24:57,10:00:00,10h - 12h,Aug 14,9
845,unit02,20150928232204, 2275, 0:37:55,04:00:00,22h - 06h,Sep 21,3
846,unit02,20150928232204, 9475, 2:37:55,06:00:00,06h - 08h,Sep 21,3
847,unit02,20150928232204,16675, 4:37:55,08:00:00,08h - 10h,Sep 21,3
848,unit02,20150928232204,23875, 6:37:55,10:00:00,10h - 12h,Sep 21,3
850,unit03,20150904000703, 6777, 1:52:57,06:00:00,06h - 08h,Sep 1,6
851,unit03,20150904000703,13977, 3:52:57,08:00:00,08h - 10h,Sep 1,6
852,unit03,20150904000703,21177, 5:52:57,10:00:00,10h - 12h,Sep 1,3
854,unit03,20151103222802, 5518, 1:31:58,05:00:00,22h - 06h,Nov 1,5
855,unit03,20151103222802,12718, 3:31:58,07:00:00,06h - 08h,Nov 1,5
