,Unit,File name,File timestamp,Start timestamp,Stop timestamp,Start hop,Stop hop,MFCC #00,MFCC #01,MFCC #02,MFCC #03,MFCC #04,MFCC #05,MFCC #06,MFCC #07,MFCC #08,MFCC #09,MFCC #10,MFCC #11,MFCC #12,ΔMFCC #00,ΔMFCC #01,ΔMFCC #02,ΔMFCC #03,ΔMFCC #04,ΔMFCC #05,ΔMFCC #06,ΔMFCC #07,ΔMFCC #08,ΔMFCC #09,ΔMFCC #10,ΔMFCC #11,ΔMFCC #12
138,unit01,20150930231902,1443669542,1443672000,1443679200,0307250,1207250, -2.121056795,  5.697176456,  8.696611404, 16.038831711,  7.498536587,  9.287455559,  6.564924240,  7.312036991,  2.504096031,  2.173083544,  2.314725876,  2.381513357,  2.087726831, -2.371559858,  0.596499324,  1.275876999, -0.453306228,  0.009365603, -0.730629385,  0.456412077,  0.183130056,  0.041648738,  0.078301333, -0.151831105, -0.484803021,  0.232156873
139,unit01,20150930231902,1443669542,1443679200,1443686400,1207250,2107250, -2.124612093,  7.166874409,  7.921199322, 16.399799347,  7.981358528,  9.423471451,  6.444900513,  7.183594227,  2.965708971,  2.544672251,  1.982204914,  2.265886068,  1.670785666, -1.745201468,  0.073307827,  0.188901156, -0.445290565,  0.430158556, -0.384191275, -0.531542242, -0.482794136,  0.747406721, -0.012005917,  0.548455179,  0.169113040,  0.161951944
140,unit01,20150930231902,1443669542,1443686400,1443693600,2107250,3007250, -2.126669168,  8.998847961,  6.302522182, 16.205535889,  7.955147266,  9.810370445,  6.699545383,  7.235621452,  2.901231766,  2.721741199,  2.439616680,  2.601424217,  1.669352055, -2.531498909,  0.237682059,  0.782639384, -0.738797605,  0.403517455,  0.281838834, -0.098580733, -0.726088166,  1.038500786,  0.569055200,  0.534776032, -0.301548123,  0.041673325
141,unit01,20150930231902,1443669542,1443693600,1443700800,3007250,3907250, -2.132325411,  7.866462708,  6.993584633, 16.209867477,  8.366981506,  9.914117813,  6.531625748,  6.950628281,  2.924779415,  2.985754967,  2.265301943,  2.524210453,  1.663663745, -1.637198091,  0.308452070,  0.319740653, -0.702002406,  0.679642260, -0.425083250,  0.578742027, -0.310006231,  0.388367414, -0.062567383, -0.302661717, -0.821447730,  0.285184026
142,unit01,20150930231902,1443669542,1443700800,1443708000,3907250,4807250, -2.135482311,  7.120460033,  7.152715683, 16.015993118,  8.264184952,  9.890870094,  6.766283512,  7.208482265,  3.037693501,  2.959344387,  2.143725634,  2.433128119,  1.719204426, -2.012629986,  0.648970604,  0.582049489, -0.350578964,  0.657976985,  0.219919980,  0.620296478, -0.040045347,  0.551023901, -0.209489897,  0.172240600, -0.273498505,  0.571776152
143,unit01,20151017225003,1445136603,1445140800,1445148000,0524625,1424625, -2.364366770, 32.000572205,  4.435468674, 10.902069092,  5.435424328,  8.789250374, 10.054497719, 10.657134056,  3.287256002,  1.953380585,  0.820574462,  1.508652329,  1.563746810, -1.251744390, -0.499605298,  0.780265152, -1.139254689, -0.252327800, -1.111710787,  0.511071384, -0.422483921,  0.422445595, -0.735850394,  0.040595654, -0.844190657,  0.246903390
144,unit01,20151017225003,1445136603,1445148000,1445155200,1424625,2324625, -2.292076349, 25.284837723,  4.440561295, 13.335287094,  7.089804649,  9.296819687,  8.242889404,  8.979199409,  3.553035498,  2.770975351,  1.115300298,  2.126369476,  1.723607898, -1.560904741, -0.136179566,  1.252368927, -0.564454794,  0.196782306, -0.905191600,  0.439022928, -0.420304090,  0.188173309, -0.846679151,  0.223117471, -0.369341880,  0.231248289
145,unit01,20151017225003,1445136603,1445155200,1445162400,2324625,3224625, -2.253149033, 21.108251572,  4.941559315, 14.743948936,  8.613362312, 10.115435600,  6.957285404,  7.138505459,  3.166712999,  3.520236015,  2.195430756,  3.224715948,  1.980242133, -2.007946491, -0.398601323,  0.193221346, -1.102004051,  0.318170726, -1.250728965, -0.281233788, -0.609042645,  0.184718952, -0.116602316,  0.561039150, -0.105919279,  0.333961129
146,unit01,20151017225003,1445136603,1445162400,1445169600,3224625,4124625, -2.269237280, 21.828325272,  6.187277317, 14.887782097,  8.611110687,  9.897349358,  7.124344349,  7.147221088,  2.795356274,  3.212611914,  2.390011549,  2.970076323,  1.483864665, -2.039718628, -0.216131359,  0.329042524, -1.228381991,  0.389082819, -0.291563004,  0.121543020, -0.623080313,  0.175048083, -0.174670726,  0.274448216,  0.002772585,  0.076765619
147,unit01,20151017225003,1445136603,1445169600,1445176800,4124625,5024625, -2.231772184, 20.289022446,  4.950843811, 14.904829979,  8.829771996, 10.362264633,  6.855865002,  6.803080082,  3.037511110,  3.374276400,  1.992603302,  3.087365389,  1.901887894, -1.811908245,  0.271611243,  1.154519796, -0.800987780,  0.464784503, -0.802869976,  0.275611937, -0.693671107,  0.327365637, -0.295840979,  0.737722278, -0.202258185,  0.194939762
148,unit01,20151017225003,1445136603,1445176800,1445184000,5024625,5924625, -2.298418283, 24.839248657,  5.343007565, 14.621640205,  8.667504311, 10.195450783,  7.025248051,  7.128436089,  2.937644720,  3.342181683,  2.258951426,  3.072238684,  1.778469443, -0.439458489,  1.161358118,  0.468098938, -2.508182049, -0.473023862, -1.327403426,  0.502734065, -0.496298015,  0.966975272, -0.283775032,  0.425196052, -0.346931666,  0.369625896
149,unit01,20151015225403,1444964043,1444968000,1444975200,0494625,1394625, -2.097714901, 14.327655792,  1.233562827,  6.502782822, -0.259791225, 10.127260208, 18.572841644, 13.259021759, -2.219126463,  2.452143431,  3.845628023,  1.250990391,  1.056381822, -1.948225737,  0.406932682,  0.499504089,  0.075705722,  0.664307714, -0.235142574,  0.223785833, -1.204558730,  0.123861656, -0.415780813,  0.220851913, -0.346413970,  0.532340467
150,unit01,20151015225403,1444964043,1444975200,1444982400,1394625,2294625, -1.870315552,  9.460976601,  4.993572712, 14.306124687,  1.636124849,  4.579628468,  8.422387123, 10.871244431, -0.819851756,  3.153103828,  6.252554417,  1.375668526,  0.227073610, -5.256222725,  0.127054989,  1.530107975, -1.354553223,  0.563785732, -0.306175858,  0.601431310, -0.096731782,  0.692267299,  0.111165754,  0.314745843, -0.088045768,  1.007608056
151,unit01,20151015225403,1444964043,1444982400,1444989600,2294625,3194625, -1.915266752,  7.550189972,  4.931142807, 16.011125565,  5.294252872,  6.779065609,  7.667679310,  9.002047539,  0.535379946,  3.599534988,  4.743640423,  1.944480538,  0.960437715,  1.011579633, -0.559908330,  0.660694838, -0.899881363,  0.521895468, -1.183738708,  0.193930075, -0.333065987,  0.439468145, -0.087936312,  0.249090284, -0.591648281,  0.356724262
152,unit01,20151015225403,1444964043,1444989600,1444996800,3194625,4094625, -2.132714748, 11.897979736,  4.104957581, 15.024870872,  8.081189156, 10.194077492,  7.456722736,  7.786966801,  3.055637121,  3.676682949,  2.068398237,  2.708970547,  1.698637605, -1.819744945,  0.089577824,  0.765359700, -0.431958467,  0.907951176, -0.844376385,  0.386677206, -0.091688916,  0.249639884, -0.269481659,  0.324421823, -0.509163857, -0.095567182
153,unit01,20151015225403,1444964043,1444996800,1445004000,4094625,4994625, -2.148568869, 11.505809784,  4.281295776, 15.205768585,  8.876921654, 10.538278580,  7.176568985,  7.208145142,  3.323207855,  3.597057104,  1.902901411,  3.094060183,  2.046575785, -1.830233812, -0.073602676,  1.020187616, -0.713130236, -0.060589891, -0.526253223, -0.021598905, -0.600548089, -0.028289327, -0.495590329, -0.167591989,  0.291697264,  1.318703055
154,unit01,20151018224903,1445222943,1445227200,1445234400,0532125,1432125, -2.325285435, 28.359039307,  6.470870018, 10.783635139,  6.926620483,  7.905461788,  8.820485115,  9.008065224,  3.208270550,  2.935200453,  2.071195602,  2.673283339,  1.616166115, -2.343940973, -0.069700390,  1.372147799, -0.319392979,  0.234697089, -1.294154048,  0.452962488, -0.188051313, -0.081779428, -0.252420485,  1.000971556,  0.253559172, -0.007551207
155,unit01,20151018224903,1445222943,1445234400,1445241600,1432125,2332125, -2.270791054, 23.675762177,  4.920923710, 13.921254158,  7.737702370,  9.546445847,  7.681780338,  7.734425068,  2.923362970,  3.041401148,  1.908573627,  2.958752871,  2.083533287, -1.449836016,  0.241069108,  0.978041053, -0.564247549,  0.532970726, -1.103353858,  0.002564277, -0.139881417,  0.029662890, -0.749156415,  0.697200894, -0.295364439,  0.319419026
156,unit01,20151018224903,1445222943,1445241600,1445248800,2332125,3232125, -2.211871862, 18.449449539,  4.837299347, 15.232044220,  8.921237946, 10.275904655,  7.033115387,  6.936628342,  3.022203922,  3.130973577,  1.556537032,  2.742874622,  1.720789313, -1.433776021, -0.258810520,  0.024257246, -0.809237838,  0.605500996, -0.323069870,  0.011533748, -0.892102063, -0.074340768, -0.450571179,  0.611288607, -0.299705029,  0.367666543
157,unit01,20151018224903,1445222943,1445248800,1445256000,3232125,4132125, -2.298876286, 24.470048904,  5.991612434, 15.062291145,  8.682229042, 10.025605202,  7.244521618,  7.226212025,  3.034889460,  3.031280279,  1.682988524,  2.761182785,  1.794136167, -1.678801537,  0.677732527,  0.863399386, -1.120697618,  0.629435956, -1.005903363,  0.338815331, -0.482289433,  0.100487553, -0.017843686,  1.235798597, -0.067215927,  0.125287727
158,unit01,20151018224903,1445222943,1445256000,1445263200,4132125,5032125, -2.397410393, 31.554141998,  6.985342979, 14.035787582,  7.926115990,  9.223773003,  8.270223618,  8.445953369,  2.793051481,  2.742732286,  2.084204674,  2.368727684,  1.843255997, -1.394979358, -0.246514469,  0.794974923, -1.453331828, -0.076639473, -1.297854781,  0.045648769, -0.364127338,  0.615385115, -0.328832984,  0.812590539, -0.489465952,  0.068934903
159,unit01,20151018224903,1445222943,1445263200,1445270400,5032125,5932125, -2.368202686, 35.831745148,  3.939245224, 11.867372513,  6.566399574,  7.702846527, 10.327053070, 10.935049057,  2.102036476,  1.953361154,  2.791796446,  1.371079445,  0.823730171, -0.866376877, -0.499903917,  1.355535984, -0.933897316,  1.243024588, -0.379155815,  0.252151996, -0.581412196,  0.850801885, -1.043708801,  0.792237282,  0.239644304,  0.950184643
160,unit01,20151014225502,1444877702,1444881600,1444888800,0487250,1387250, -2.162632704, 17.011079788,  3.246872187, 14.091291428,  8.060246468, 10.799341202,  8.561440468,  7.913973331,  2.499222040,  2.691062212,  2.055401325,  3.433040619,  2.474662542, -2.115813494, -0.285170257,  0.180452228, -0.912672162, -0.369130880, -0.814922214,  0.071326375, -0.315525353,  0.222339973, -0.668653131,  0.276978761, -0.421997577,  0.179066062
161,unit01,20151014225502,1444877702,1444888800,1444896000,1387250,2287250, -2.189478874, 18.843770981,  3.210162163, 14.152488708,  8.218802452, 10.739463806,  8.376523972,  7.752144814,  2.602471352,  2.916223288,  2.082083464,  3.327642202,  2.281505108, -2.197874069, -0.575928807,  0.698436499, -0.932652891,  0.102352142, -0.066388734,  0.788319826,  0.001483120,  0.367897630, -0.906084239,  0.251771539, -0.136305198,  0.672837138
162,unit01,20151014225502,1444877702,1444896000,1444903200,2287250,3187250, -2.271997929, 24.815984726,  4.855362892, 14.216738701,  8.348945618, 10.676455498,  8.304804802,  7.695483208,  2.542276621,  2.986224413,  1.949882746,  3.013283968,  2.235124111, -2.795241833, -0.364419132,  0.413448215, -0.990423858,  0.157692119, -0.967865050,  0.604079962, -0.325256199, -0.116096519, -0.288845390,  0.731143355, -0.703663766, -0.014273375
163,unit01,20151014225502,1444877702,1444903200,1444910400,3187250,4087250, -2.212539434, 19.986755371,  4.961101532, 15.088293076,  8.922944069, 10.740413666,  7.579773426,  7.241026878,  2.880322695,  3.300525665,  1.875092387,  2.978946209,  2.088226795, -1.726449013, -0.380208880,  0.524168193, -0.265639603,  0.403683364, -1.023113728,  0.198423907,  0.194737509,  0.714348733, -0.485422015, -0.146618381, -0.189619407,  0.290299624
164,unit01,20151014225502,1444877702,1444910400,1444917600,4087250,4987250, -2.205598593, 20.773319244,  3.582864523, 13.676395416,  7.985479832, 10.658709526,  8.846636772,  8.198422432,  2.588679075,  2.898789167,  1.716126442,  2.479264259,  1.907551765, -2.477692127, -0.336057723,  0.415693879, -0.318430394,  0.728377938, -0.015709911,  0.606776357, -1.261923313, -0.185312197, -0.475029558,  0.367456883, -0.556863248,  0.218991816
165,unit01,20150921233502,1442892902,1442894400,1442901600,0187250,1087250, -2.161448240, 20.656038284,  0.553861499, 13.003203392,  2.743898153, 15.182024002,  6.149577141, 11.958158493,  1.681329846, -2.822561026,  8.694878578, -1.638691783,  0.652143419, -2.215523481, -0.486340582,  0.537906885, -0.606279194,  0.589630961, -0.734513640,  0.756420076, -1.263959289,  0.525078058,  0.500407934,  0.035015561, -0.243645296,  0.435317039
166,unit01,20150921233502,1442892902,1442901600,1442908800,1087250,1987250, -2.145381212, 16.201255798,  2.400755882, 13.117127419,  5.493716240, 13.235300064,  5.997066498,  8.605423927,  3.316152573,  0.264506221,  4.613971710,  0.675945401,  1.298869729, -2.282364845, -0.279728979,  0.624636471, -0.403949440,  0.857808709, -0.752285719,  0.195374817, -0.369814038,  0.156491518, -0.618513048,  0.103374653,  0.216821149,  0.341898084
167,unit01,20150921233502,1442892902,1442908800,1442916000,1987250,2887250, -2.129291296, 12.297686577,  2.282509089, 16.147483826,  7.660045624,  9.962105751,  6.876582623,  9.107078552,  2.299744606,  1.177827477,  4.340394497,  1.001003981,  0.284513384, -2.285737038, -0.180121899,  0.680055141, -0.804232717,  0.494177133, -0.145011932,  0.271941483, -0.222972944,  0.080877118, -0.047336690,  0.274126023, -0.106479622, -0.204872832
168,unit01,20150921233502,1442892902,1442916000,1442923200,2887250,3787250, -2.150704145, 13.574020386,  4.006112099, 15.085048676,  7.992544651, 11.179506302,  6.809939384,  7.747052193,  3.752021313,  2.367311001,  2.327679396,  1.882272959,  1.144405246, -2.180310011,  0.074710369,  0.216165394, -0.571066380,  0.433916181, -0.344540596,  0.538839459, -0.429479331, -0.582012653, -0.104016997,  0.609875798, -0.057890128,  0.389253169
169,unit01,20150921233502,1442892902,1442923200,1442930400,3787250,4687250, -2.065786362,  7.490125656,  2.320742369, 14.703433037,  7.434101105, 10.792159081,  8.465807915,  8.690362930,  2.070562601,  2.153122425,  2.971225262,  1.396240592,  0.919479311, -1.300523162,  0.745023727, -0.145531952, -0.613297045,  0.892513692, -0.472282469, -0.265420884, -0.322080016,  0.617731392,  0.030673789,  0.091526948,  0.095684089,  0.501558840
170,unit01,20150903000903,1441253343,1441260000,1441267200,0832125,1732125, -1.755449057,-18.299846649,  7.529703140, 28.526168823,  9.979563713, -3.110823393, 20.512496948, 11.456627846,-12.901470184, 16.178941727,  3.805725098, -2.653248310,  7.218117237, -2.224401474,  0.512697458, -0.165002599, -1.445204735,  0.630566359, -0.087206475,  0.305709392, -0.127195030, -0.389321953,  0.247532949,  0.175262392, -0.333749861,  0.100113168
171,unit01,20150903000903,1441253343,1441267200,1441274400,1732125,2632125, -1.800042272,-16.059226990,  8.311933517, 28.304662704, 11.584022522, -1.822445393, 16.757389069, 14.521148682,-13.059680939, 13.424996376,  5.693110943, -2.156129122,  5.037385941, -2.614782095,  0.349763840,  0.278515548, -0.573163450,  0.060175598,  0.023734931,  0.673266113,  0.163194194, -0.760219097,  0.388657868,  0.103690781, -0.048180599,  0.045982912
172,unit01,20150903000903,1441253343,1441274400,1441281600,2632125,3532125, -1.853948712,-11.343826294,  8.398388863, 25.166423798, 13.049850464,  0.595771253, 11.699131012, 18.093030930,-12.818105698, 10.753165245,  7.952050686, -2.315057039,  4.143144608, -2.533177376,  0.086977422,  0.411273867, -1.252678752,  0.494370133, -0.122514457, -0.062732615, -0.555582821, -0.047886182, -0.101728477, -0.124543674, -0.086575657, -0.121730380
173,unit01,20150903000903,1441253343,1441281600,1441288800,3532125,4432125, -1.923536181, -5.594926834, 11.704823494, 18.306762695, 12.423090935,  7.154103279,  6.300407410, 18.058155060, -9.192724228,  8.751880646,  7.548255444, -1.100153446,  3.587183952, -2.138939857,  0.681580126,  0.249221340, -0.496216238, -0.342737406, -0.291857064,  0.492007971, -0.326612949,  0.833452582, -0.381181568,  0.152042553,  0.480898976, -0.545492113
174,unit01,20151016225202,1445050322,1445054400,1445061600,0509750,1409750, -2.071196079, 12.806348801,  4.409788609, 15.344350815,  7.851519108,  8.964880943,  7.313783169,  8.038782120,  2.135266304,  3.009867191,  3.095123529,  2.712957859,  1.768653393,  1.453976393, -1.075381637,  0.729060113, -0.676559508,  0.170378491, -1.728449702,  0.204719126,  0.380574495,  0.186415821, -0.329455763,  0.491864264, -0.137014508, -0.354185104
175,unit01,20151016225202,1445050322,1445061600,1445068800,1409750,2309750, -2.158058882, 16.104537964,  4.461210728, 15.575091362,  8.876487732, 10.184212685,  6.962554455,  7.111243248,  2.935861588,  3.162273407,  1.831559777,  2.852825642,  1.883137584, -1.782856107,  0.704127073,  1.620910525,  0.051966373, -0.124721676, -0.827791870,  0.465161145, -0.247270733,  1.002023101,  0.253360480,  0.565642238, -0.458549470, -0.096517943
176,unit01,20151016225202,1445050322,1445068800,1445076000,2309750,3209750, -2.185686588, 17.745500565,  4.146885395, 14.926102638,  8.523910522, 10.080762863,  6.966471195,  7.182862282,  2.944936037,  3.397132158,  2.304630280,  3.048407555,  1.817548871, -1.190303206, -0.057303518,  0.444472194, -0.343589336,  0.716347039, -0.823386431, -0.047259156, -0.415008426,  0.267661929, -0.672263384,  0.341794133, -0.320670694,  0.655424953
177,unit01,20151016225202,1445050322,1445076000,1445083200,3209750,4109750, -2.291221619, 23.940944672,  5.940563202, 14.715929031,  8.386457443,  9.876485825,  6.932044506,  7.300760746,  2.911758661,  3.197278976,  2.748885393,  2.994855642,  1.765322089, -1.236627579, -0.076509051,  0.672733963, -1.251525402,  0.020034229, -0.616021991,  0.091681264, -1.052163482,  0.376514107, -0.568448424,  0.035215762, -0.221514151,  0.317173988
178,unit01,20151016225202,1445050322,1445083200,1445090400,4109750,5009750, -2.270573854, 22.748678207,  5.561197281, 14.688138962,  8.553663254,  9.983780861,  6.820044041,  7.136273384,  3.015769243,  3.374954700,  2.483124256,  3.017807007,  1.861316562, -0.477636725, -0.620058477,  0.674652815, -1.456769824, -0.106479935, -0.260003835,  0.240512639, -0.006727992,  0.214291945, -0.796407461,  0.566480935, -0.059494574,  0.130778775
179,unit01,20151010230202,1444532522,1444536000,1444543200,0434750,1334750, -2.213563681, 28.769905090, -0.865576684,  9.243874550,  6.784291267, 11.327043533, 10.141380310,  9.573815346,  2.688799620,  2.678693771,  2.281974792,  1.964646339,  1.515832901, -2.315602541, -0.460184783,  0.790331841, -1.120755434,  0.644221723, -0.696295321,  1.088175774, -0.060096540,  0.554180980, -0.217559993,  0.260655224, -0.558119714,  0.625453234
180,unit01,20151010230202,1444532522,1444543200,1444550400,1334750,2234750, -2.198064566, 27.966024399, -0.620677888,  9.903618813,  6.997987747, 11.086728096,  9.956565857,  9.467512131,  2.544159889,  2.721270084,  2.317229509,  2.084238291,  1.554437518, -1.307686925, -0.241168365,  1.261038542, -0.165958568,  0.773368657, -0.630031288,  0.788999081, -0.582305312,  0.575942814, -1.234920382, -0.259790629, -0.267520607,  0.015374295
181,unit01,20151010230202,1444532522,1444550400,1444557600,2234750,3134750, -2.167961121, 22.287525177,  2.395206213, 13.538907051,  7.349259377, 10.452379227,  8.944897652,  8.867322922,  2.388950586,  3.331001997,  2.630986929,  2.138478041,  1.604279280, -1.583373189, -0.531113088,  0.110637151, -0.559583008,  1.030419827, -0.998699665,  0.201370463, -0.538033068,  0.459455192,  0.149976969,  0.297275215, -0.248907477,  0.164312840
182,unit01,20151010230202,1444532522,1444557600,1444564800,3134750,4034750, -2.042621851,  5.969272614,  6.284904957, 16.697921753,  7.388745785, 10.155265808,  7.985063553,  7.739057064,  1.925984621,  3.959072590,  2.532678366,  2.258498430,  1.890759945, -2.078693867,  0.173188418,  0.242006898, -0.272472739, -0.199064001, -1.200225353,  0.306065768, -0.117538594,  0.365128279,  0.191666365, -0.133961454, -0.637403429,  0.741555572
183,unit01,20151010230202,1444532522,1444564800,1444572000,4034750,4934750, -2.094912052,  6.999938488,  9.360994339, 16.819643021,  8.950632095, 10.284872055,  6.814600945,  6.881657124,  2.982988358,  3.867322206,  2.215770245,  3.004108667,  1.950537920, -1.698299646,  0.942526162,  0.430711180, -1.446787596, -0.205241516, -0.704898238, -0.140291229, -0.147623181,  0.467876196,  0.043913685,  0.561371028, -0.149165228, -0.060701896
184,unit01,20151007230703,1444273623,1444276800,1444284000,0397125,1297125, -2.066645145,  4.695799351,  5.565397739, 17.525634766,  5.866333961, 10.712923050,  7.038199902,  8.733807564,  1.179040790,  2.815046072,  3.299673319,  1.242936254,  2.258154392, -2.572991610,  0.774475634,  0.501664460, -0.633587718,  0.326104015, -0.448240489, -0.065558232, -0.162743822, -0.059204917,  0.105555348,  0.516409576, -1.001499653,  0.163298920
185,unit01,20151007230703,1444273623,1444284000,1444291200,1297125,2197125, -2.125785828,  3.826194763,  9.577730179, 15.879590034,  8.022435188,  9.338384628,  6.096765995,  6.917421818,  2.479666948,  3.175189495,  2.301123142,  2.198502779,  1.982891679, -1.489197254, -0.189861566,  0.316894680, -0.712841928,  0.386981457, -0.691111207,  0.330751777, -0.689436972,  0.297998935, -0.260694861,  0.452051461, -0.273545533,  0.166257307
186,unit01,20151007230703,1444273623,1444291200,1444298400,2197125,3097125, -2.141680241,  4.365855694, 10.328511238, 15.491644859,  8.506065369,  9.584897041,  6.247573853,  6.679765701,  2.868862867,  3.240893364,  1.983768106,  2.473380089,  1.865197897, -2.367942333,  0.077710949,  0.745467484, -0.353721857,  0.312606096, -0.218643084, -0.382214606, -0.292063028,  1.051856399, -0.128111094,  0.232584000, -0.238241777, -0.246196881
187,unit01,20151007230703,1444273623,1444298400,1444305600,3097125,3997125, -2.132755518,  7.077108860,  8.421216011, 15.987521172,  8.707475662,  9.639976501,  6.482183933,  6.616525173,  2.928734064,  3.282642841,  1.944579124,  2.778313160,  1.771801233, -2.060775995,  0.286528200,  0.202479675, -1.205590248,  0.520941257, -0.214804307,  0.032356128, -0.516529441,  0.212885007, -0.262614846,  0.486113280, -0.443419486, -0.037733410
188,unit01,20151007230703,1444273623,1444305600,1444312800,3997125,4897125, -2.135403395,  9.603656769,  6.639958382, 15.792511940,  8.608500481, 10.046788216,  6.671619415,  6.789765358,  3.072290182,  3.135009766,  1.680574179,  2.869127512,  1.971776962, -1.821248889,  0.362748533,  0.153275996, -0.998616397, -0.472939134, -1.006420135,  0.449619234,  0.161166906,  0.351924747, -0.108587764,  0.327767491, -0.132985562,  0.309499055
189,unit01,20150908235803,1441771083,1441771200,1441778400,0014625,0914625, -1.797976851,-13.955533028,  6.978002548, 34.916103363, -9.350226402, 11.605690956, 25.375247955, -0.034374937, -0.577819407, 11.831778526, -5.562717915,  8.276685715,  0.993032217, -2.113676786, -0.558236241,  0.751709282, -0.897701681,  0.025151057,  0.628885746, -0.008957132, -0.110378675, -0.658565342,  0.103551276, -0.147475168,  0.089316666,  0.797133684
190,unit01,20150908235803,1441771083,1441778400,1441785600,0914625,1814625, -1.783918858,-16.441360474,  8.365660667, 30.676586151, -5.708975792,  9.797040939, 26.461528778,  0.392893672, -0.846785069, 12.747516632, -5.685534954,  6.358025074,  2.152807713, -1.356833339, -0.365177691,  0.547181368, -0.998490751,  0.433418572, -0.220695242, -0.629702508,  0.740286410,  0.077045977, -0.114138469, -0.119213670, -0.576093316, -0.103245720
191,unit01,20150908235803,1441771083,1441785600,1441792800,1814625,2714625, -1.723800302,-15.641551018,  2.954634428, 20.714649200, -1.570396304, 11.651562691, 26.940107346,  3.542228222, -0.845601380, 10.800244331, -5.556573391,  3.419064760,  2.264947414, -3.364163637, -0.646545947,  0.390561193, -0.475298613,  0.188807085, -0.132244468, -0.169073194,  0.213776052, -0.233022317, -0.060621787,  0.025645336, -0.185064107, -0.053686775
192,unit01,20150908235803,1441771083,1441792800,1441800000,2714625,3614625, -1.770053148,-14.642768860,  7.231655121, 23.583244324, -0.025629375,  7.513187885, 28.901422501,  2.937366009, -5.141301155, 15.068470955, -7.230091572,  2.569956064,  4.316712856, -3.102000952,  0.088741459,  0.372771442, -0.734711647,  0.042570315,  0.146630570, -0.197454751,  0.781919837, -0.298590899, -0.299249560,  0.172113284, -0.331558138,  0.018266734
193,unit01,20150908235803,1441771083,1441800000,1441807200,3614625,4514625, -1.731434464, -9.683513641,  3.162407398, 16.878583908,  1.505516052, 10.061112404, 25.261640549,  5.165627956, -5.826490402, 15.380489349, -7.253078938,  2.958889723,  4.010506153, -2.108873367,  0.185565829, -0.210800052,  0.248207822,  0.506362975,  0.323352009, -0.146664381, -0.528811455, -0.029273733, -0.306120098, -0.141813129,  0.068229951,  0.839970827
194,unit01,20151020224602,1445395562,1445400000,1445407200,0554750,1454750, -1.787031293,-15.236658096,  8.212493896, 31.754140854, -6.405705452,  9.914287567, 26.346225739,  0.274273187, -1.097640991, 12.767363548, -5.649721146,  6.929144382,  1.982826710, -0.837499261, -0.290325612, -0.078182995, -1.039676905,  0.625140905, -0.110969633, -0.655731142,  0.044408266, -0.048218422,  0.125975326, -0.115114465, -0.258211017, -0.028630454
195,unit01,20151020224602,1445395562,1445407200,1445414400,1454750,2354750, -1.742629647,-16.000768661,  4.475360870, 24.144571304, -3.017297983, 10.826332092, 26.529981613,  2.567888021, -1.029898643, 11.792632103, -5.724046230,  4.528854847,  2.406281710, -3.021385908, -0.526060522,  0.860297143, -0.422703713,  0.181227371, -0.126484498, -0.244726181,  0.397124529, -0.204802915,  0.046275605, -0.347852618, -0.302333176, -0.232108116
196,unit01,20151020224602,1445395562,1445414400,1445421600,2354750,3254750, -1.768302798,-16.129606247,  7.219261646, 23.493560791, -0.824722588,  8.693965912, 28.580438614,  2.496245384, -2.980842590, 13.124171257, -6.632278919,  3.198208570,  3.360295534, -2.477556944,  0.115220144,  0.125307620, -0.930355728,  0.278101176,  0.065758571, -0.292493343,  0.901136100, -0.235086605, -0.652387619,  0.290910244, -0.491955131,  0.291721582
197,unit01,20151020224602,1445395562,1445421600,1445428800,3254750,4154750, -1.729453325,-11.838744164,  4.041853428, 19.859870911,  0.995728135,  8.867444992, 27.430746078,  4.569006443, -6.201802731, 15.631205559, -7.189498425,  2.046919346,  4.306156158, -2.796952248, -0.208335876,  0.059689667, -0.532553613,  0.282735825,  0.515377223,  0.242109925, -0.540848434, -0.302318722,  0.248074442, -0.324311912,  0.129054904,  0.596409321
198,unit01,20151020224602,1445395562,1445428800,1445436000,4154750,5054750, -1.764009714, -6.650797844,  3.317945480, 13.881337166,  1.826093435, 11.946590424, 22.100151062,  5.665462494, -4.361701012, 14.046242714, -7.052544594,  4.531126022,  3.331504345, -2.365419388,  1.077604175, -0.269685954,  0.068396881,  0.528526545, -0.591367066, -0.936659694,  0.472909272,  0.438398600, -0.683013260,  0.779568374, -0.280152857,  0.368552268
199,unit01,20150925232702,1443238022,1443240000,1443247200,0247250,1147250, -1.952193737,  7.003859997, -2.624588251, 22.107549667,  4.517612457,  8.347636223,  7.859961033, 14.983221054, -7.034215450,  4.709650040,  7.569267273, -2.281280041,  3.566080570, -2.606560230, -0.741887033,  0.717713177, -0.704813838,  0.072468437, -0.548361659,  0.192895427, -0.582268417, -0.019559802,  0.115707383,  0.911957026,  0.300477237,  0.072938539
200,unit01,20150925232702,1443238022,1443247200,1443254400,1147250,2047250, -1.992153645,  7.820403099, -0.475982815, 19.276765823,  6.075015545,  9.081216812,  7.367827415, 12.234720230, -3.363276482,  3.822266340,  6.203126431, -0.498478532,  2.494027853, -2.091752291, -0.083805852,  0.915341318, -0.762053311,  0.133456126, -0.221829548, -0.013384723, -0.249839455,  0.599964321,  0.366659403, -0.087773882, -0.086686984,  0.093483016
